Contig ID,Size,Pcos_ech1,Pcos_ech2,Pcos1 F ENV RPKM,Pcos2 F ENV RPKM
Pcos_v1_contig_1037,2163,2740,11647,28.14809931,121.068203
Pcos_v1_contig_10370,260,11,5,0.940100683,0.432383584
Pcos_v1_contig_10371,1162,15,75,0.286840296,1.451201356
Pcos_v1_contig_10372,1690,1875,1557,24.65298995,20.71449968
Pcos_v1_contig_10373,477,617,121,28.74231973,5.70347486
Pcos_v1_contig_10374,2788,476,1324,3.79375442,10.67745515
Pcos_v1_contig_10375,2995,3066,2966,22.74732617,22.26623869
Pcos_v1_contig_10376,1263,2455,1048,43.19198634,18.65651289
Pcos_v1_contig_10377,301,6,5,0.442934783,0.373487481
Pcos_v1_contig_10378,802,1611,430,44.63506826,12.0549837
Pcos_v1_contig_10379,237,87,32,8.15691502,3.035807102
Pcos_v1_contig_1038,1153,480,941,9.250537355,18.34986428
Pcos_v1_contig_10380,321,32,14,2.215133867,0.980608252
Pcos_v1_contig_10381,2339,150,187,1.425003951,1.797562192
Pcos_v1_contig_10382,2376,2303,4453,21.53785917,42.13847353
Pcos_v1_contig_10383,317,214,56,15.00063149,3.971927431
Pcos_v1_contig_10384,997,47,746,1.047508922,16.82349446
Pcos_v1_contig_10385,1687,874,2579,11.51201591,34.37231632
Pcos_v1_contig_10386,1710,601,354,7.809682763,4.65457135
Pcos_v1_contig_10387,559,776,119,30.84643257,4.786385717
Pcos_v1_contig_10388,1126,350,1396,6.906924123,27.87530116
Pcos_v1_contig_10389,804,162,130,4.477277338,3.635463962
Pcos_v1_contig_1039,292,4031,2601,306.7502871,200.2765221
Pcos_v1_contig_10390,288,234,403,18.0542063,31.46191104
Pcos_v1_contig_10391,553,0,289,0,11.75019981
Pcos_v1_contig_10392,1464,746,811,11.32277251,12.45524624
Pcos_v1_contig_10393,977,667,1180,15.17002517,27.15563633
Pcos_v1_contig_10394,683,0,0,0,0
Pcos_v1_contig_10395,2920,1450,1402,11.03418299,10.79537424
Pcos_v1_contig_10396,490,6,93,0.272088509,4.267361246
Pcos_v1_contig_10397,833,3091,1571,82.4534885,42.40369714
Pcos_v1_contig_10398,3468,861,1530,5.516696523,9.919388096
Pcos_v1_contig_10399,2464,965,1824,8.70245209,16.64396028
Pcos_v1_contig_104,1599,36,733,0.500275308,10.30689973
Pcos_v1_contig_1040,1800,4045,2638,49.93453983,32.95147248
Pcos_v1_contig_10400,959,779,552,18.04986183,12.94175014
Pcos_v1_contig_10401,1388,1999,1287,32.00209125,20.84786668
Pcos_v1_contig_10402,912,265,123,6.456632484,3.032374343
Pcos_v1_contig_10403,263,74,4,6.252173227,0.341961161
Pcos_v1_contig_10404,341,71,120,4.626568545,7.912239185
Pcos_v1_contig_10405,1239,1124,649,20.15812046,11.77730523
Pcos_v1_contig_10406,380,1,2,0.058475162,0.11833656
Pcos_v1_contig_10407,392,93,80,5.271714871,4.58856048
Pcos_v1_contig_10408,517,2960,2169,127.2202367,94.32820045
Pcos_v1_contig_10409,415,315,174,16.86620941,9.427004012
Pcos_v1_contig_1041,1678,9218,10741,122.0674236,143.9213753
Pcos_v1_contig_10410,1009,2072,1182,45.63033067,26.33897382
Pcos_v1_contig_10411,1067,0,1,0,0.021072115
Pcos_v1_contig_10412,391,363,1574,20.62931934,90.51082239
Pcos_v1_contig_10413,1583,1577,1661,22.13633964,23.59180978
Pcos_v1_contig_10414,909,1760,1389,43.0233096,34.35665729
Pcos_v1_contig_10415,1759,618,721,7.806882929,9.215989379
Pcos_v1_contig_10416,1159,1304,1480,25.00052833,28.71116531
Pcos_v1_contig_10417,1315,2441,1393,41.24744554,23.81759488
Pcos_v1_contig_10418,364,106,119,6.470822885,7.350520922
Pcos_v1_contig_10419,201,617,103,68.20938563,11.52162425
Pcos_v1_contig_1042,1853,449,995,5.384259126,12.07313903
Pcos_v1_contig_10420,260,65,79,5.555140401,6.831660622
Pcos_v1_contig_10421,334,117,41,7.783849425,2.76000539
Pcos_v1_contig_10422,494,1,44,0.044980894,2.002618703
Pcos_v1_contig_10423,1638,1014,887,13.75558576,12.17537266
Pcos_v1_contig_10424,884,328,1013,8.244733265,25.76497472
Pcos_v1_contig_10425,1768,933,1030,11.72612216,13.09867915
Pcos_v1_contig_10426,1309,2517,2923,42.7266261,50.20670373
Pcos_v1_contig_10427,1387,1934,264,30.98382563,4.279568736
Pcos_v1_contig_10428,1761,410,154,5.173441373,1.966228131
Pcos_v1_contig_10429,713,3344,362,104.2153689,11.41541175
Pcos_v1_contig_1043,2875,4773,18476,36.88999671,144.4916149
Pcos_v1_contig_10430,817,317,564,8.621686694,15.52135342
Pcos_v1_contig_10431,1297,45,52,0.770952407,0.901438096
Pcos_v1_contig_10432,1316,1901,1133,32.09824287,19.35737934
Pcos_v1_contig_10433,860,153,143,3.953192937,3.738609684
Pcos_v1_contig_10434,1571,3517,6717,49.7452038,96.13282472
Pcos_v1_contig_10435,1038,814,1569,17.42537297,33.98584954
Pcos_v1_contig_10436,1853,106,168,1.271116854,2.038479755
Pcos_v1_contig_10437,320,9,4,0.624953295,0.281049329
Pcos_v1_contig_10438,212,8,2,0.838511759,0.212112701
Pcos_v1_contig_10439,1685,669,1627,8.822288258,21.71001823
Pcos_v1_contig_1044,585,1418,714,53.86112198,27.44194478
Pcos_v1_contig_10440,1402,760,2599,12.0453829,41.68029712
Pcos_v1_contig_10441,1550,55,910,0.788471541,13.20025237
Pcos_v1_contig_10442,836,148,41,3.933783634,1.102681579
Pcos_v1_contig_10443,529,426,534,17.89406284,22.69646002
Pcos_v1_contig_10444,1818,54,370,0.660016681,4.575940676
Pcos_v1_contig_10445,219,74,317,7.50831762,32.54525568
Pcos_v1_contig_10446,685,328,1040,10.63991855,34.13621052
Pcos_v1_contig_10447,895,310,126,7.696507372,3.165337698
Pcos_v1_contig_10448,1803,1752,1793,21.59202659,22.35924338
Pcos_v1_contig_10449,294,0,3,0,0.229428024
Pcos_v1_contig_1045,373,907,443,54.03230396,26.70345371
Pcos_v1_contig_10450,364,47,27,2.869138449,1.667765251
Pcos_v1_contig_10451,333,159,190,10.6098177,12.8286781
Pcos_v1_contig_10452,2111,938,634,9.873466028,6.752639501
Pcos_v1_contig_10453,1576,888,591,12.52021491,8.431479881
Pcos_v1_contig_10454,1686,291,240,3.835221487,3.200561758
Pcos_v1_contig_10455,736,755,529,22.79419023,16.16033644
Pcos_v1_contig_10456,232,5,4,0.478891414,0.387654247
Pcos_v1_contig_10457,477,276,513,12.8571803,24.18084796
Pcos_v1_contig_10458,3688,3539,3756,21.322822,22.89850935
Pcos_v1_contig_10459,503,87,241,3.843317812,10.77262638
Pcos_v1_contig_1046,3381,1603,1805,10.53521451,12.00340821
Pcos_v1_contig_10460,1814,2045,2811,25.05019211,34.84144057
Pcos_v1_contig_10461,1438,3449,3647,53.29535256,57.0229154
Pcos_v1_contig_10462,2643,795,1210,6.683823865,10.29344498
Pcos_v1_contig_10463,1110,20,709,0.400370479,14.36136753
Pcos_v1_contig_10464,287,3,1591,0.232270679,124.6409709
Pcos_v1_contig_10465,1297,708,438,12.12965121,7.592882422
Pcos_v1_contig_10466,988,5863,3366,131.8614906,76.6001654
Pcos_v1_contig_10467,314,240,71,16.98386874,5.083949652
Pcos_v1_contig_10468,874,5543,3457,140.9251407,88.93249718
Pcos_v1_contig_10469,236,66,115,6.214224856,10.9561603
Pcos_v1_contig_1047,1596,1450,3896,20.18785359,54.88562342
Pcos_v1_contig_10470,891,40,25,0.997556077,0.630862692
Pcos_v1_contig_10471,374,86,102,5.109540904,6.131985368
Pcos_v1_contig_10472,1314,12955,4103,219.0771504,70.20672136
Pcos_v1_contig_10473,377,116,222,6.837095879,13.23988353
Pcos_v1_contig_10474,1589,21,430,0.29366381,6.084390768
Pcos_v1_contig_10475,202,65,70,7.150180715,7.791466557
Pcos_v1_contig_10476,595,1241,589,46.34574278,22.25721748
Pcos_v1_contig_10477,410,238,172,12.89876503,9.432289688
Pcos_v1_contig_10478,272,237,185,19.36129816,15.29238998
Pcos_v1_contig_10479,287,1,15,0.07742356,1.175119147
Pcos_v1_contig_1048,527,6024,7152,253.9974632,305.133177
Pcos_v1_contig_10480,559,1136,567,45.15663324,22.80572018
Pcos_v1_contig_10481,1224,960,1054,17.42789146,19.36117602
Pcos_v1_contig_10482,918,88,428,2.130075622,10.48271137
Pcos_v1_contig_10483,300,1,142,0.074068539,10.64240127
Pcos_v1_contig_10484,234,412,163,39.12338197,15.66189425
Pcos_v1_contig_10485,234,32,162,3.038709279,15.56580901
Pcos_v1_contig_10486,305,246,372,17.92215789,27.42304276
Pcos_v1_contig_10487,330,3179,2501,214.0580768,170.4010601
Pcos_v1_contig_10488,2014,660,1621,7.281812641,18.09656258
Pcos_v1_contig_10489,724,1301,2328,39.92948985,72.29644627
Pcos_v1_contig_1049,528,45627,15679,1920.184781,667.6624902
Pcos_v1_contig_10490,240,9,23,0.83327106,2.154711525
Pcos_v1_contig_10491,1065,2,0,0.041728754,0
Pcos_v1_contig_10492,830,327,2875,8.754365837,77.88113946
Pcos_v1_contig_10493,1608,1856,1381,25.6476134,19.30990666
Pcos_v1_contig_10494,2411,586,1058,5.400766944,9.866451779
Pcos_v1_contig_10495,514,76,30,3.28553051,1.312292589
Pcos_v1_contig_10496,771,783,1299,22.56640692,37.88151272
Pcos_v1_contig_10497,303,224,268,16.42708185,19.88679083
Pcos_v1_contig_10498,308,0,127,0,9.270977878
Pcos_v1_contig_10499,1234,135,108,2.430936642,1.967800815
Pcos_v1_contig_105,243,817,593,74.70863717,54.86823122
Pcos_v1_contig_1050,2302,1620,770,15.63740652,7.520694478
Pcos_v1_contig_10500,2686,2010,2723,16.6281939,22.79366564
Pcos_v1_contig_10501,1462,611,128,9.286431697,1.968498723
Pcos_v1_contig_10502,416,995,1063,53.14773749,57.45296868
Pcos_v1_contig_10503,1395,5701,3588,90.8096213,57.82967706
Pcos_v1_contig_10504,213,0,15,0,1.583376504
Pcos_v1_contig_10505,1744,1004,3074,12.7921123,39.63053388
Pcos_v1_contig_10506,233,1281,813,122.1654052,78.45256817
Pcos_v1_contig_10507,1153,1581,738,30.46895741,14.39128569
Pcos_v1_contig_10508,802,644,623,17.84294473,17.46570895
Pcos_v1_contig_10509,1833,1411,1742,17.10486221,21.36772206
Pcos_v1_contig_1051,1177,93743,10516,1769.772393,200.8846048
Pcos_v1_contig_10510,1415,1482,1115,23.27270127,17.71703193
Pcos_v1_contig_10511,547,274,389,11.1305921,15.9894975
Pcos_v1_contig_10512,2753,3976,1293,32.09188265,10.56002275
Pcos_v1_contig_10513,577,240,49,9.242521292,1.909381926
Pcos_v1_contig_10514,1541,1115,565,16.07782361,8.243627312
Pcos_v1_contig_10515,338,2385,762,156.7930161,50.68866011
Pcos_v1_contig_10516,1089,297,153,6.060153165,3.158901553
Pcos_v1_contig_10517,3207,1170,2501,8.106659519,17.53425314
Pcos_v1_contig_10518,937,615,732,14.5844668,17.56483322
Pcos_v1_contig_10519,3042,1234,2102,9.013863584,15.53624432
Pcos_v1_contig_1052,2649,3774,4973,31.65737995,42.20938664
Pcos_v1_contig_10520,796,3069,2148,85.67198941,60.67275975
Pcos_v1_contig_10521,863,1445,1233,37.20592297,32.12364525
Pcos_v1_contig_10522,466,432,367,20.59931891,17.70731397
Pcos_v1_contig_10523,423,2,122,0.105061757,6.484731571
Pcos_v1_contig_10524,1736,2273,3530,29.09408786,45.71908446
Pcos_v1_contig_10525,913,2207,1229,53.71388769,30.26590368
Pcos_v1_contig_10526,1789,1055,1355,13.10379681,17.02948424
Pcos_v1_contig_10527,203,0,3,0,0.332275069
Pcos_v1_contig_10528,807,4097,632,112.8099639,17.60824547
Pcos_v1_contig_10529,998,3137,2932,69.84559294,66.05504078
Pcos_v1_contig_1053,2302,2777,2262,26.80560364,22.09326092
Pcos_v1_contig_10530,1844,492,861,5.92869648,10.49819838
Pcos_v1_contig_10531,1043,1902,626,40.52110084,13.49467921
Pcos_v1_contig_10532,1328,41,315,0.686026375,5.333164985
Pcos_v1_contig_10533,323,4253,907,292.5821935,63.13603511
Pcos_v1_contig_10534,1487,558,423,8.338314308,6.395904039
Pcos_v1_contig_10535,848,2745,2396,71.9285868,63.52775407
Pcos_v1_contig_10536,197,5,94,0.563973645,10.72838049
Pcos_v1_contig_10537,1304,114,639,1.94259511,11.0178234
Pcos_v1_contig_10538,343,5422,1487,351.2533091,97.47413476
Pcos_v1_contig_10539,5098,5338,6577,23.26664532,29.00684879
Pcos_v1_contig_1054,971,810,1006,18.53620484,23.29438726
Pcos_v1_contig_10540,1103,1970,1756,39.68676914,35.79493181
Pcos_v1_contig_10541,2125,10962,3062,114.6267277,32.39804411
Pcos_v1_contig_10542,1569,453,1341,6.415496754,19.21668072
Pcos_v1_contig_10543,2975,375,623,2.800911127,4.708402883
Pcos_v1_contig_10544,360,73,17,4.505836103,1.061741911
Pcos_v1_contig_10545,1578,24,101,0.33795531,1.439086553
Pcos_v1_contig_10546,463,0,12,0,0.58273727
Pcos_v1_contig_10547,343,1826,776,118.2937186,50.86747046
Pcos_v1_contig_10548,1167,837,373,15.93711231,7.186385594
Pcos_v1_contig_10549,464,331,1235,15.8513058,59.84412444
Pcos_v1_contig_1055,4823,547,3107,2.520142484,14.48426733
Pcos_v1_contig_10550,917,133,3116,3.222829546,76.40128334
Pcos_v1_contig_10551,1271,2766,1820,48.35725681,32.1957375
Pcos_v1_contig_10552,1756,379,1236,4.7958957,15.82583012
Pcos_v1_contig_10553,1011,565,3126,12.4180191,69.52009524
Pcos_v1_contig_10554,2450,1050,1833,9.523097831,16.82166272
Pcos_v1_contig_10555,2614,1498,1861,12.73389491,16.00712477
Pcos_v1_contig_10556,2746,2039,2063,16.49953573,16.89161738
Pcos_v1_contig_10557,461,858,417,41.35627301,20.33797316
Pcos_v1_contig_10558,369,3508,2193,211.2458811,133.6241039
Pcos_v1_contig_10559,1275,1270,919,22.13342215,16.20607584
Pcos_v1_contig_1056,2281,5447,4459,53.06242835,43.95261586
Pcos_v1_contig_10560,336,32,184,2.116243962,12.31263729
Pcos_v1_contig_10561,1444,617,1797,9.494519744,27.98036814
Pcos_v1_contig_10562,1599,5328,2713,74.04074561,38.14818414
Pcos_v1_contig_10563,843,545,274,14.36560626,7.307949347
Pcos_v1_contig_10564,1835,1004,728,12.15773507,8.920061549
Pcos_v1_contig_10565,875,34,587,0.863427537,15.08351601
Pcos_v1_contig_10566,1259,1010,1545,17.82586753,27.5914989
Pcos_v1_contig_10567,326,9,124,0.613451087,8.552175912
Pcos_v1_contig_10568,1000,301,257,6.688389043,5.778374212
Pcos_v1_contig_10569,862,15,32,0.386668705,0.834670862
Pcos_v1_contig_1057,244,38,28,3.460579266,2.580124991
Pcos_v1_contig_10570,992,632,501,14.15664812,11.35529952
Pcos_v1_contig_10571,1574,1074,1380,15.1619334,19.71273568
Pcos_v1_contig_10572,579,201,227,7.713873718,8.814949605
Pcos_v1_contig_10573,626,6,28,0.212976629,1.005671722
Pcos_v1_contig_10574,236,612,180,57.6228123,17.14877264
Pcos_v1_contig_10575,991,3484,1415,78.11951224,32.10371754
Pcos_v1_contig_10576,225,3,25,0.296274155,2.498216261
Pcos_v1_contig_10577,1255,5326,4233,94.30016822,75.83629076
Pcos_v1_contig_10578,518,0,74,0,3.211992336
Pcos_v1_contig_10579,751,358,1292,10.59249142,38.68077055
Pcos_v1_contig_1058,499,136,105,6.056104967,4.731090915
Pcos_v1_contig_10580,789,92,50,2.590990707,1.424838172
Pcos_v1_contig_10581,862,1279,1933,32.96995162,50.41933677
Pcos_v1_contig_10582,1302,743,671,12.68039729,11.58734869
Pcos_v1_contig_10583,690,4585,2333,147.6540217,76.02180701
Pcos_v1_contig_10584,2100,776,469,8.211026574,5.021414685
Pcos_v1_contig_10585,2018,1038,2957,11.42960503,32.94600067
Pcos_v1_contig_10586,328,41,44,2.777570201,3.016139144
Pcos_v1_contig_10587,333,398,220,26.55790847,14.85425885
Pcos_v1_contig_10588,699,58,190,1.843766199,6.111516175
Pcos_v1_contig_10589,215,13,25,1.343568841,2.614412366
Pcos_v1_contig_1059,773,4823,2061,138.6413566,59.94749473
Pcos_v1_contig_10590,1468,483,220,7.310988594,3.369528745
Pcos_v1_contig_10591,752,30,7,0.886458575,0.209292054
Pcos_v1_contig_10592,435,404,196,20.63702733,10.13069767
Pcos_v1_contig_10593,3188,585,3552,4.077486995,25.05112216
Pcos_v1_contig_10594,1297,704,882,12.06112211,15.28977693
Pcos_v1_contig_10595,1951,964,2547,10.97930363,29.35244047
Pcos_v1_contig_10596,918,70,22,1.694378336,0.538830958
Pcos_v1_contig_10597,522,98,49,4.171676317,2.110562014
Pcos_v1_contig_10598,480,12,403,0.55551404,18.87714662
Pcos_v1_contig_10599,998,1,0,0.022265092,0
Pcos_v1_contig_106,1553,6487,5333,92.8169885,77.20984281
Pcos_v1_contig_1060,1439,4761,8071,73.51778583,126.1069708
Pcos_v1_contig_10600,1543,417,519,6.005167978,7.562649485
Pcos_v1_contig_10601,491,98,24,4.435061176,1.099011634
Pcos_v1_contig_10602,275,164,444,13.25153492,36.30135338
Pcos_v1_contig_10603,755,249,502,7.328370649,14.94959082
Pcos_v1_contig_10604,2462,603,1086,5.442322765,9.917776497
Pcos_v1_contig_10605,600,72,142,2.666467393,5.321200636
Pcos_v1_contig_10606,2889,1270,1442,9.768125039,11.22251666
Pcos_v1_contig_10607,354,61,52,3.82896683,3.302726582
Pcos_v1_contig_10608,1632,1992,289,27.12215608,3.981532166
Pcos_v1_contig_10609,1377,6690,1619,107.9561054,26.43537338
Pcos_v1_contig_1061,1556,1776,1530,25.36228625,22.10825059
Pcos_v1_contig_10610,355,581,290,36.36660928,18.36716744
Pcos_v1_contig_10611,350,105,157,6.666168482,10.08565593
Pcos_v1_contig_10612,1330,2024,8823,33.81535089,149.1547809
Pcos_v1_contig_10613,933,560,314,13.33710021,7.566944431
Pcos_v1_contig_10614,3014,659,2011,4.858443961,15.00173063
Pcos_v1_contig_10615,1043,1317,5114,28.05798623,110.2424752
Pcos_v1_contig_10616,337,2,0,0.131872769,0
Pcos_v1_contig_10617,966,9638,3647,221.6995577,84.88504383
Pcos_v1_contig_10618,1393,89,50,1.419691301,0.80703325
Pcos_v1_contig_10619,419,3,154,0.1590971,8.263789351
Pcos_v1_contig_1062,2997,2094,2920,15.52547748,21.90628073
Pcos_v1_contig_10620,2115,936,1106,9.833780455,11.75756249
Pcos_v1_contig_10621,305,1387,918,101.0489146,67.67299262
Pcos_v1_contig_10622,1538,3553,1834,51.3326758,26.81115579
Pcos_v1_contig_10623,1787,1183,1609,14.71008639,20.24435908
Pcos_v1_contig_10624,1190,3821,3472,71.34854277,65.60021994
Pcos_v1_contig_10625,401,0,1,0,0.056069692
Pcos_v1_contig_10626,435,325,334,16.60156902,17.26353582
Pcos_v1_contig_10627,660,756,693,25.45264329,23.60814367
Pcos_v1_contig_10628,1988,3202,1756,35.78985828,19.86006529
Pcos_v1_contig_10629,1530,1993,1452,28.94482306,21.33770595
Pcos_v1_contig_1063,745,708,223,21.11699009,6.730094008
Pcos_v1_contig_10630,549,1045,545,42.29596881,22.32012889
Pcos_v1_contig_10631,2014,830,223,9.157431049,2.489533285
Pcos_v1_contig_10632,1721,719,792,9.283314233,10.34705724
Pcos_v1_contig_10633,1000,10,252,0.222205616,5.66595448
Pcos_v1_contig_10634,245,166,179,15.05556419,16.42704652
Pcos_v1_contig_10635,451,119,96,5.863075013,4.7859398
Pcos_v1_contig_10636,348,64,28,4.086540065,1.809053155
Pcos_v1_contig_10637,276,4794,2446,385.961494,199.2599013
Pcos_v1_contig_10638,3496,1265,1040,8.040334791,6.688588159
Pcos_v1_contig_10639,469,150,185,7.106789426,8.868934061
Pcos_v1_contig_1064,2021,3183,14245,34.99655992,158.47789
Pcos_v1_contig_10640,1548,241,262,3.459402679,3.805422444
Pcos_v1_contig_10641,3066,1522,593,11.03055928,4.34865629
Pcos_v1_contig_10642,363,0,4,0,0.247756985
Pcos_v1_contig_10643,2201,480,1255,4.845919841,12.82024201
Pcos_v1_contig_10644,957,767,1561,17.80895585,36.67444122
Pcos_v1_contig_10645,765,14,14,0.406650801,0.411470914
Pcos_v1_contig_10646,1171,172,1589,3.263822883,30.50981277
Pcos_v1_contig_10647,1038,158,104,3.382320553,2.252726802
Pcos_v1_contig_10648,1254,738,2885,13.07717262,51.72742043
Pcos_v1_contig_10649,1477,803,606,12.08064385,9.22496377
Pcos_v1_contig_1065,2161,1651,1135,16.97646794,11.80901393
Pcos_v1_contig_10650,454,172,194,8.418362547,9.607677515
Pcos_v1_contig_10651,1170,708,278,13.44628856,5.342339389
Pcos_v1_contig_10652,1445,1121,1938,17.23823499,30.15493981
Pcos_v1_contig_10653,325,1,82,0.068370959,5.672872618
Pcos_v1_contig_10654,250,83,67,7.377226453,6.025697622
Pcos_v1_contig_10655,341,363,229,23.65414623,15.09918978
Pcos_v1_contig_10656,444,1047,232,52.39848649,11.74836836
Pcos_v1_contig_10657,306,61,306,4.429589078,22.48394635
Pcos_v1_contig_10658,252,491,144,43.2948244,12.84796934
Pcos_v1_contig_10659,2563,322,6176,2.79165854,54.17902952
Pcos_v1_contig_1066,1269,2819,4203,49.3615155,74.468106
Pcos_v1_contig_10660,1571,1545,210,21.85281202,3.00549251
Pcos_v1_contig_10661,2584,1032,1808,8.874465781,15.73180147
Pcos_v1_contig_10662,329,1086,312,73.34811521,21.32216189
Pcos_v1_contig_10663,330,45,73,3.030076583,4.973721465
Pcos_v1_contig_10664,214,887,195,92.10111282,20.48770812
Pcos_v1_contig_10665,839,1309,1223,34.66831364,32.77457257
Pcos_v1_contig_10666,1541,1665,1197,24.00858863,17.46481751
Pcos_v1_contig_10667,683,974,949,31.68788727,31.24050525
Pcos_v1_contig_10668,571,166,88,6.459918085,3.465126583
Pcos_v1_contig_10669,1430,14,166,0.21754396,2.610024541
Pcos_v1_contig_1067,1729,72690,13241,934.1889087,172.1861964
Pcos_v1_contig_10670,2160,1230,2565,12.65337536,26.69968629
Pcos_v1_contig_10671,435,663,457,33.86720079,23.62106548
Pcos_v1_contig_10672,276,397,309,31.96218463,25.17224428
Pcos_v1_contig_10673,1458,5,523,0.0762022,8.06522904
Pcos_v1_contig_10674,775,278,1695,7.970730486,49.17456653
Pcos_v1_contig_10675,357,2588,1436,161.083511,90.43962733
Pcos_v1_contig_10676,969,3471,1548,79.59501479,35.91862637
Pcos_v1_contig_10677,534,929,1967,38.65711935,82.82007953
Pcos_v1_contig_10678,1427,304,486,4.733742627,7.657461756
Pcos_v1_contig_10679,2874,1009,2070,7.801164461,16.19407409
Pcos_v1_contig_1068,3542,3107,3848,19.49161065,24.4263765
Pcos_v1_contig_10680,1577,775,812,10.9200604,11.57702247
Pcos_v1_contig_10681,240,203,182,18.79489169,17.05032598
Pcos_v1_contig_10682,252,191,167,16.84177487,14.90007556
Pcos_v1_contig_10683,278,270,377,21.58112098,30.49081933
Pcos_v1_contig_10684,1415,723,781,11.35368625,12.40986721
Pcos_v1_contig_10685,2114,1755,1937,18.44706037,20.60142104
Pcos_v1_contig_10686,3376,3372,2286,22.19423393,15.22461533
Pcos_v1_contig_10687,399,24,10,1.336575134,0.563507427
Pcos_v1_contig_10688,2188,727,770,7.383157352,7.912540534
Pcos_v1_contig_10689,1583,2920,2813,40.98802267,39.95410049
Pcos_v1_contig_1069,2244,2247,4767,22.25026824,47.76335662
Pcos_v1_contig_10690,466,1746,827,83.25558061,39.90176745
Pcos_v1_contig_10691,499,1000,779,44.53018358,35.10018879
Pcos_v1_contig_10692,1956,964,924,10.95123793,10.62125073
Pcos_v1_contig_10693,1243,19483,8151,348.2889797,147.4389756
Pcos_v1_contig_10694,356,89,33,5.555140401,2.084186038
Pcos_v1_contig_10695,213,152,5,15.85692659,0.527792168
Pcos_v1_contig_10696,391,55,63,3.125654446,3.622733044
Pcos_v1_contig_10697,745,13,222,0.387741343,6.699914214
Pcos_v1_contig_10698,536,652,1542,27.02948912,64.68329342
Pcos_v1_contig_10699,2465,1951,5289,17.58714633,48.24243093
Pcos_v1_contig_107,1181,9207,4986,173.2300683,94.92375656
Pcos_v1_contig_1070,361,927,1259,57.05944767,78.41354143
Pcos_v1_contig_10700,2950,304,460,2.289847704,3.505971295
Pcos_v1_contig_10701,546,31,91,1.261606978,3.747324392
Pcos_v1_contig_10702,258,1507,882,129.7921951,76.86372357
Pcos_v1_contig_10703,568,352,3164,13.77048888,125.2450814
Pcos_v1_contig_10704,397,218,1511,12.20171897,85.57491923
Pcos_v1_contig_10705,1768,1524,2218,19.15392301,28.20667025
Pcos_v1_contig_10706,1631,1522,1465,20.7355578,20.19557413
Pcos_v1_contig_10707,416,2,5,0.106829623,0.27023974
Pcos_v1_contig_10708,308,0,0,0,0
Pcos_v1_contig_10709,218,6,19,0.61157509,1.959610003
