Contig ID,Size,Hbet_ech1,Hbet_ech2,Hbet_ech3,HBET1 RPKM,HBET2 RPKM,HBET3 RPKM
Hbet_v1_contig_10293,1775,425,210,738,3.235560522,9.026335666,5.607747485
Hbet_v1_contig_10294,546,32,39,43,1.953442152,1.709736913,2.699249318
Hbet_v1_contig_10295,982,265,456,241,12.69936324,5.327936377,12.09879409
Hbet_v1_contig_10296,3977,173,3600,996,24.75571649,5.436973582,2.411609926
Hbet_v1_contig_10297,5069,645,1076,1463,5.8052185,6.265785311,11.48222
Hbet_v1_contig_10298,1704,1813,1395,3906,22.38892326,49.76409653,40.87651925
Hbet_v1_contig_10299,1324,328,362,458,7.477375247,7.50984491,8.922201447
Hbet_v1_contig_103,3893,1202,237,3232,1.664916789,18.02355365,45.75508405
Hbet_v1_contig_1030,1485,4976,949,6998,17.47705888,102.3059659,65.70027371
Hbet_v1_contig_10300,389,97,104,127,7.311598389,7.087737014,7.868762794
Hbet_v1_contig_10301,305,226,575,338,51.55806336,24.05859915,17.91593547
Hbet_v1_contig_10302,455,1003,1778,970,106.8683122,46.28218063,30.89602296
Hbet_v1_contig_10303,804,256,407,945,13.84417087,25.51697776,31.78265354
Hbet_v1_contig_10304,659,2527,1171,1543,48.59594938,50.83162421,48.75360362
Hbet_v1_contig_10305,825,382,119,1063,3.944769243,27.97259718,23.9379245
Hbet_v1_contig_10306,1929,2265,3510,2293,49.76264767,25.8062739,32.33557955
Hbet_v1_contig_10307,1099,2143,613,1112,15.25426802,21.9664851,40.76726104
Hbet_v1_contig_10308,227,244,39,74,4.698587731,7.077165274,18.27879318
Hbet_v1_contig_10309,303,154,124,165,11.1919986,11.82210442,8.605527529
Hbet_v1_contig_1031,1594,18094,10676,17882,183.1676774,243.5461389,287.5178057
Hbet_v1_contig_10310,3614,69,27,2255,0.20431686,13.54602502,3.839596263
Hbet_v1_contig_10311,783,561,591,646,20.64212052,17.91118136,16.85324402
Hbet_v1_contig_10312,600,162,106,158,4.831513589,5.716883102,10.42989937
Hbet_v1_contig_10313,205,305,216,149,28.81565399,15.77923277,99.21123787
Hbet_v1_contig_10314,205,10,10,156,1.334058055,16.520539,3.981721921
Hbet_v1_contig_10315,2805,858,930,1566,9.067314374,12.12027203,14.07304874
Hbet_v1_contig_10316,1705,641,365,726,5.854597887,9.244122942,7.314094927
Hbet_v1_contig_10317,2545,371,467,627,5.018312295,5.34851514,2.868734599
Hbet_v1_contig_10318,1839,2863,720,5389,10.70728488,63.61798798,96.74849318
Hbet_v1_contig_10319,932,520,397,1153,11.64939,26.85757952,13.62367896
Hbet_v1_contig_1032,681,6238,781,6228,31.36407708,198.5431772,174.1313084
Hbet_v1_contig_10320,408,57,45,80,3.016344499,4.256800523,5.501705228
Hbet_v1_contig_10321,2402,739,488,2618,5.556168519,23.66192724,12.03537061
Hbet_v1_contig_10322,2628,195,46,669,0.478697392,5.526551638,4.098175335
Hbet_v1_contig_10323,2533,2189,990,2828,10.68879125,24.23805076,34.52524232
Hbet_v1_contig_10324,478,0,2,26,0.114427574,1.1808614,0.664083096
Hbet_v1_contig_10325,764,6,12,100,0.429552725,2.841581501,1.424525295
Hbet_v1_contig_10326,582,91,11,246,0.516890191,9.176257622,3.077700769
Hbet_v1_contig_10327,547,34,22,385,1.099927208,15.280124,8.787610943
Hbet_v1_contig_10328,623,3925,556,3566,24.40705251,124.2644115,172.1453835
Hbet_v1_contig_10329,1267,425,725,841,15.64912221,14.41029449,38.45759194
Hbet_v1_contig_1033,1006,18992,2208,27401,60.02465587,591.3191001,205.1901716
Hbet_v1_contig_10330,1416,165,9,919,0.173823242,14.08982936,9.911734996
Hbet_v1_contig_10331,1716,1116,718,1547,11.44289074,19.57160786,16.26533663
Hbet_v1_contig_10332,1646,1993,258,9659,4.286654346,127.3960054,24.69862323
Hbet_v1_contig_10333,1912,873,586,1539,8.381819778,17.47447784,24.13230536
Hbet_v1_contig_10334,525,1782,990,592,51.57087281,24.48025169,65.68893141
Hbet_v1_contig_10335,447,242,101,110,6.179344973,5.342427502,13.99986492
Hbet_v1_contig_10336,1351,71,72,309,1.457490518,4.965427049,3.792934793
Hbet_v1_contig_10337,1860,295,569,1442,8.366193647,16.83084,9.593654512
Hbet_v1_contig_10338,738,127,675,1080,25.01358853,31.77026732,21.13753612
Hbet_v1_contig_10339,514,31,17,369,0.904512125,15.58535584,7.807867483
Hbet_v1_contig_1034,1416,3733,2785,2056,53.78863666,31.52196862,48.79007518
Hbet_v1_contig_10340,1321,159,105,572,2.173777414,9.400407634,7.672325011
Hbet_v1_contig_10341,1885,368,211,453,3.061256296,5.217234084,12.7742511
Hbet_v1_contig_10342,2170,1297,826,2982,10.40995624,29.83330586,40.66636779
Hbet_v1_contig_10343,2303,576,348,2509,4.132509841,23.6515822,8.978901075
Hbet_v1_contig_10344,2043,1663,2767,1507,37.03986397,16.01394605,51.38482843
Hbet_v1_contig_10345,1018,120,9,306,0.241781642,6.525700291,0.712729093
Hbet_v1_contig_10346,618,2285,1131,2310,50.0498431,81.14784298,107.4615704
Hbet_v1_contig_10347,562,10,35,58,1.703179101,2.240501058,5.849974501
Hbet_v1_contig_10348,4609,662,970,1553,5.755639927,7.315065563,7.516902766
Hbet_v1_contig_10349,571,1,3,208,0.143685762,7.908255682,0.277961226
Hbet_v1_contig_1035,1061,4517,2078,3506,53.56224231,71.73812199,42.24872156
Hbet_v1_contig_10350,736,787,593,791,22.03461514,23.3320095,34.44183451
Hbet_v1_contig_10351,348,1505,593,850,46.60194467,53.02652375,39.15773063
Hbet_v1_contig_10352,3054,1031,1003,2049,8.981740242,14.56553366,11.63381759
Hbet_v1_contig_10353,2095,2057,1030,1342,13.44564956,13.90663205,35.5636083
Hbet_v1_contig_10354,233,25,21,13,2.464858338,1.211269848,7.395711436
Hbet_v1_contig_10355,963,1083,672,303,19.08409529,6.830772428,34.02231384
Hbet_v1_contig_10356,1410,581,316,536,6.129097929,8.252758801,13.89366798
Hbet_v1_contig_10357,256,0,0,37,0,3.137727573,0.885691183
Hbet_v1_contig_10358,1579,95,138,302,2.390152145,4.152200231,3.116017516
Hbet_v1_contig_10359,1235,860,1180,701,26.13025454,12.32266198,57.39106745
Hbet_v1_contig_1036,504,207,420,816,22.79015844,35.14901003,8.457647864
Hbet_v1_contig_10360,1423,281,136,418,2.613741291,6.377123931,7.15424366
Hbet_v1_contig_10361,354,5,6,48,0.463528646,2.943685785,2.69009932
Hbet_v1_contig_10362,1697,301,402,329,6.47847521,4.208889568,23.63568955
Hbet_v1_contig_10363,2040,2100,1427,1366,19.13032711,14.53697379,24.62985613
Hbet_v1_contig_10364,2753,891,1091,1713,10.83794967,13.50842223,16.36492209
Hbet_v1_contig_10365,857,22,0,132,0,3.343848439,1.322852641
Hbet_v1_contig_10366,3288,65,289,652,2.403779485,4.304961405,2.075663618
Hbet_v1_contig_10367,3337,523,541,1094,4.43373415,7.117288833,8.228301997
Hbet_v1_contig_10368,715,18,116,738,4.436909168,22.40803609,2.283225158
Hbet_v1_contig_10369,2084,368,225,794,2.952659683,8.271347427,14.0024206
Hbet_v1_contig_1037,1839,572,1389,2385,20.65613708,28.15529807,22.42710706
Hbet_v1_contig_10370,687,4,10,67,0.39808137,2.117247072,1.881223542
Hbet_v1_contig_10371,342,84,48,498,3.838342474,31.61234493,6.298248409
Hbet_v1_contig_10372,1698,1159,686,644,11.04879766,8.233825463,11.45702573
Hbet_v1_contig_10373,753,20,209,305,7.590666317,8.793430562,6.684674805
Hbet_v1_contig_10374,353,607,892,241,69.10647477,14.82162471,42.52120569
Hbet_v1_contig_10375,1350,22,86,202,1.742181001,3.248411777,6.785312953
Hbet_v1_contig_10376,332,315,346,1018,28.50142706,66.56764143,40.02043628
Hbet_v1_contig_10377,1522,485,699,308,12.56004264,4.393286637,14.42058874
Hbet_v1_contig_10378,392,1980,606,490,42.27806943,27.13710333,59.51844747
Hbet_v1_contig_10379,959,1036,319,862,9.097051774,19.51381278,21.79890106
Hbet_v1_contig_1038,3678,791,1256,1676,9.339131811,9.892721084,6.848959852
Hbet_v1_contig_10380,2594,373,51,1437,0.537686082,12.02652814,9.081714861
Hbet_v1_contig_10381,291,2,12,9,1.127760418,0.671433485,0.623331801
Hbet_v1_contig_10382,2398,579,966,1243,11.01682722,11.25318413,15.36478448
Hbet_v1_contig_10383,891,3110,800,3090,24.55505286,75.28947187,39.44357589
Hbet_v1_contig_10384,2308,2044,6798,1511,80.55155827,14.2128815,14.54928129
Hbet_v1_contig_10385,1905,8164,2017,2353,28.95606272,26.81516184,7.545995889
Hbet_v1_contig_10386,2258,1796,988,895,11.96634714,8.605033652,11.11593426
Hbet_v1_contig_10387,2793,2929,1002,3329,9.811273365,25.87595188,29.89063455
Hbet_v1_contig_10388,1377,1872,874,1360,17.35825575,21.44166189,27.49823488
Hbet_v1_contig_10389,2659,201,264,802,2.715277245,6.548012598,6.719394918
Hbet_v1_contig_1039,4192,1466,8715,3355,56.85579126,17.3749965,9.973829255
Hbet_v1_contig_10390,969,396,338,907,9.539409972,20.32062144,23.58625782
Hbet_v1_contig_10391,258,8,7,73,0.742005159,6.14266215,12.30355503
Hbet_v1_contig_10392,862,49,65,490,2.062218513,12.34077089,10.70556098
Hbet_v1_contig_10393,942,561,420,721,12.19346057,16.6164344,11.02394053
Hbet_v1_contig_10394,1222,1812,1131,1827,25.31162278,32.45792981,27.3680025
Hbet_v1_contig_10395,2233,628,1631,1181,19.97532382,11.48192352,20.00321438
Hbet_v1_contig_10396,2462,433,581,1755,6.45381741,15.47542367,9.835704908
Hbet_v1_contig_10397,910,35,99,156,2.975242662,3.721659886,0.996645902
Hbet_v1_contig_10398,1118,32,75,159,1.834628139,3.087513009,2.900123686
Hbet_v1_contig_10399,225,644,206,642,25.03878741,61.94496121,40.10724587
Hbet_v1_contig_104,810,18,47,85,1.586870291,2.278176576,3.331073603
Hbet_v1_contig_1040,3293,191,105,4414,0.872019424,29.10007267,2.093168254
Hbet_v1_contig_10400,1442,6008,2906,978,55.11362033,14.72404275,11.33684714
Hbet_v1_contig_10401,2027,3630,2303,4554,31.07196935,48.77449179,73.80416123
Hbet_v1_contig_10402,303,29,3,75,0.27077416,5.373683828,5.687131237
Hbet_v1_contig_10403,517,766,432,766,22.8518726,32.16560333,77.14318806
Hbet_v1_contig_10404,524,24,47,283,2.452986519,11.72488587,8.697352192
Hbet_v1_contig_10405,2446,398,300,585,3.354234276,5.192217645,5.228112661
Hbet_v1_contig_10406,1606,874,571,2319,9.723422518,31.34791663,18.53708629
Hbet_v1_contig_10407,1194,395,27,1473,0.61842641,26.78254821,5.39307301
Hbet_v1_contig_10408,1029,323,53,204,1.408604545,4.303960412,2.445850403
Hbet_v1_contig_10409,2174,356,121,2283,1.522139377,22.79816262,8.771194518
Hbet_v1_contig_1041,870,5213,3098,2794,97.38470462,69.72052111,105.8105733
Hbet_v1_contig_10410,793,1857,1017,1144,35.07327788,31.31888647,40.37232826
Hbet_v1_contig_10411,442,4,48,34,2.969939199,1.66997559,0.820767213
Hbet_v1_contig_10412,3688,2173,1003,1582,7.437699213,9.312559105,8.816181558
Hbet_v1_contig_10413,836,3,93,125,3.042322586,3.246064992,0.569554521
Hbet_v1_contig_10414,1374,3347,620,1524,12.34052247,24.07973536,58.28492589
Hbet_v1_contig_10415,805,6606,2901,4573,98.55540318,123.3271787,100.3275764
Hbet_v1_contig_10416,2623,91,12,762,0.125115624,6.306815933,2.809359755
Hbet_v1_contig_10417,781,1174,655,1381,22.93606214,38.38805603,22.38337808
Hbet_v1_contig_10418,2267,857,408,598,4.921950407,5.726682944,10.10164588
Hbet_v1_contig_10419,1826,2205,2798,2369,41.90593427,28.1655193,31.7630394
Hbet_v1_contig_1042,372,3336,668,878,49.10911561,51.23951984,46.93210911
Hbet_v1_contig_10420,1712,5637,5098,3299,81.4375428,41.83425416,54.19436738
Hbet_v1_contig_10421,1910,9890,10765,3285,154.137836,37.33838092,113.0242111
Hbet_v1_contig_10422,635,68,66,152,2.842489053,5.196648449,1.928156678
Hbet_v1_contig_10423,673,264,166,206,6.74561599,6.645162896,12.19595442
Hbet_v1_contig_10424,745,3688,1464,2660,53.74194678,77.5137663,47.56910624
Hbet_v1_contig_10425,986,17118,492,2199,13.64635856,48.41743629,62.57111776
Hbet_v1_contig_10426,594,0,6,104,0.276244345,3.801021881,0.076342405
Hbet_v1_contig_10427,1993,1169,1267,2572,17.3859292,28.01671039,24.12990745
Hbet_v1_contig_10428,205,12,13,58,1.734275472,6.142251681,5.972582882
Hbet_v1_contig_10429,2055,39,83,975,1.104574103,10.3002144,0.176534846
Hbet_v1_contig_1043,641,1151,0,924,0,31.29445676,0.070744756
Hbet_v1_contig_10430,1716,2612,1766,2948,28.14504881,37.2961215,58.78511994
Hbet_v1_contig_10431,950,95,227,526,6.534778062,12.02030851,20.76433054
Hbet_v1_contig_10432,4993,3517,4116,4198,22.54459254,18.25300377,23.31852996
Hbet_v1_contig_10433,300,15,0,17,0,1.230215351,0.377894905
Hbet_v1_contig_10434,330,12,53,43,4.392285081,2.828837438,0.824497974
Hbet_v1_contig_10435,438,122,100,99,6.243879025,4.906983068,6.781401712
Hbet_v1_contig_10436,930,632,194,2456,5.704891274,57.33223723,36.71675653
Hbet_v1_contig_10437,1338,38,96,137,1.962201982,2.22288978,5.321031391
Hbet_v1_contig_10438,817,11386,711,1018,23.79995493,27.05074291,4.412628383
Hbet_v1_contig_10439,1227,4443,1068,1465,23.80429263,25.92068876,41.07874684
Hbet_v1_contig_1044,379,714,0,381,0,21.82424564,0
Hbet_v1_contig_10440,1696,68,17,2157,0.274126906,27.61072259,23.63625677
Hbet_v1_contig_10441,1002,244,183,1496,4.994729335,32.41285955,22.6284374
Hbet_v1_contig_10442,1696,960,522,3136,8.417308518,40.1424321,21.06942345
Hbet_v1_contig_10443,604,84,30,116,1.358353814,4.169409254,0.488009976
Hbet_v1_contig_10444,1641,470,143,1467,2.383175618,19.40774191,2.666680679
Hbet_v1_contig_10445,1802,1149,1641,1257,24.90476138,15.14376865,19.06251211
Hbet_v1_contig_10446,363,197,212,711,15.97194575,42.52227101,3.372946255
Hbet_v1_contig_10447,1216,1537,938,1164,21.09589008,20.78130808,24.23996921
Hbet_v1_contig_10448,1711,717,552,937,8.823028025,11.88893785,49.66744952
Hbet_v1_contig_10449,1039,4975,2880,3472,75.8063403,72.54669703,75.41894842
Hbet_v1_contig_1045,434,5336,1561,4297,98.36526449,214.9458673,173.3440498
Hbet_v1_contig_10450,1697,552,1098,956,17.69493975,12.2300864,11.07630675
Hbet_v1_contig_10451,1326,26,153,301,3.155560399,4.928065221,4.377425139
Hbet_v1_contig_10452,617,85,106,85,4.698392469,2.990799071,2.094652469
Hbet_v1_contig_10453,770,1623,1913,1419,67.94426976,40.00784377,60.89506462
Hbet_v1_contig_10454,200,1348,199,589,27.21144918,63.93501545,102.1449927
Hbet_v1_contig_10455,4483,652,298,2172,1.817925643,10.51827588,7.713001063
Hbet_v1_contig_10456,320,2348,1021,617,87.25781913,41.85898189,159.8495446
Hbet_v1_contig_10457,248,1,3,8,0.330824881,0.700312344,0.365704746
Hbet_v1_contig_10458,797,69,0,630,0,17.16072783,0
Hbet_v1_contig_10459,894,9,6,450,0.1835449,10.92769262,3.449242082
Hbet_v1_contig_1046,320,2174,605,1053,51.70517196,71.43842452,82.05043115
Hbet_v1_contig_10460,848,167,268,708,8.643060088,18.12553694,12.45983671
Hbet_v1_contig_10461,1416,1206,751,1542,14.50458389,23.64147646,19.99960745
Hbet_v1_contig_10462,2241,1023,864,1560,10.54388053,15.11249664,23.24028369
Hbet_v1_contig_10463,1175,82,44,114,1.024102439,2.106301127,3.106778534
Hbet_v1_contig_10464,634,567,188,492,8.109557956,16.84726163,31.07798158
Hbet_v1_contig_10465,1931,326,579,775,8.200208226,8.713104125,11.73020227
Hbet_v1_contig_10466,770,284,190,680,6.748254707,19.17218729,26.00113252
Hbet_v1_contig_10467,1339,15921,8537,3369,174.3625834,54.6227938,166.0987805
Hbet_v1_contig_10468,372,730,580,155,42.63965128,9.045701111,39.00850628
Hbet_v1_contig_10469,926,35,151,438,4.459586079,10.26872679,1.27325281
Hbet_v1_contig_1047,2576,393,686,1003,7.282941936,8.452954858,4.814639273
Hbet_v1_contig_10470,869,1010,1193,361,37.54475354,9.018636873,41.43363234
Hbet_v1_contig_10471,444,89,26,229,1.601470593,11.1971111,3.421480892
Hbet_v1_contig_10472,482,2,25,50,1.418474592,2.25204177,0.752653752
Hbet_v1_contig_10473,888,165,68,316,2.094230776,7.725517706,8.553702231
Hbet_v1_contig_10474,391,5,0,252,0,13.99191824,4.059229154
Hbet_v1_contig_10475,1573,1189,453,1398,7.875861493,19.29442871,28.52590017
Hbet_v1_contig_10476,1030,6697,698,2588,18.53304535,54.54821237,45.14926889
Hbet_v1_contig_10477,1935,1031,524,1322,7.405918154,14.83214495,19.49820531
Hbet_v1_contig_10478,1796,1433,848,2170,12.9127312,26.23051859,22.38332959
Hbet_v1_contig_10479,2050,500,603,1126,8.044370072,11.92444033,13.46043216
Hbet_v1_contig_1048,286,35,66,53,6.311120799,4.023123012,3.329703355
Hbet_v1_contig_10480,858,921,575,305,18.32774979,7.717311437,17.78484411
Hbet_v1_contig_10481,249,1274,666,1089,73.14817119,94.94716636,47.53280486
Hbet_v1_contig_10482,375,6,5,29,0.364642535,1.678882126,0.302315924
Hbet_v1_contig_10483,578,821,498,774,23.5629735,29.07144357,25.4980991
Hbet_v1_contig_10484,1154,116,310,1023,7.346567539,19.24523862,23.89186502
Hbet_v1_contig_10485,1028,10894,3852,6970,102.4759031,147.1950274,131.432436
Hbet_v1_contig_10486,3789,1435,2188,2637,15.79251518,15.10911406,15.51672981
Hbet_v1_contig_10487,1134,555,604,1310,14.56640815,25.07908668,20.01443383
Hbet_v1_contig_10488,258,24,20,13,2.120014739,1.093898739,0.703060288
Hbet_v1_contig_10489,2195,7983,8709,3039,108.5081494,30.05727819,72.09098511
Hbet_v1_contig_1049,546,41,26,18,1.302294768,0.715703824,0
Hbet_v1_contig_10490,449,451,523,961,31.85546423,46.46549007,47.97329523
Hbet_v1_contig_10491,298,198,153,363,14.04118486,26.44501613,17.80417604
Hbet_v1_contig_10492,664,525,93,1682,3.830394099,54.99350338,51.04995924
Hbet_v1_contig_10493,2057,4667,3655,8518,48.59389155,89.89940542,74.68981643
Hbet_v1_contig_10494,1584,679,308,1567,5.317703636,21.47668733,11.35116134
Hbet_v1_contig_10495,1622,143,20,649,0.337215661,8.686549969,3.229114289
Hbet_v1_contig_10496,460,2025,302,217,17.95468135,10.24130682,15.87158599
Hbet_v1_contig_10497,500,317,322,288,17.61223444,12.50477722,36.50464778
Hbet_v1_contig_10498,237,24,42,11,4.846514706,1.007622402,2.487409498
Hbet_v1_contig_10499,1055,245,272,486,7.050907787,10.00085856,9.993618803
Hbet_v1_contig_105,491,16447,10290,11364,573.1423145,502.4619833,181.6666258
Hbet_v1_contig_1050,3129,5098,4682,7267,40.92177251,50.42002682,50.89081332
Hbet_v1_contig_10500,1150,552,146,2522,3.472031095,47.61027799,16.06874855
Hbet_v1_contig_10501,1014,180,55,404,1.483383094,8.649617157,3.577703238
Hbet_v1_contig_10502,1569,686,579,412,10.09216194,5.700694237,7.803565906
Hbet_v1_contig_10503,2139,1403,759,1347,9.704196497,13.67131489,24.89972316
Hbet_v1_contig_10504,3207,821,2091,1219,17.83132696,8.251981032,10.51318472
Hbet_v1_contig_10505,265,0,1,26,0.103200717,2.130006601,1.368977767
Hbet_v1_contig_10506,618,0,48,35,2.124131272,1.229512772,3.008483706
Hbet_v1_contig_10507,286,22,19,122,1.816837806,9.260773725,14.58727184
Hbet_v1_contig_10508,3555,732,854,996,6.569719935,6.082375228,10.19200097
Hbet_v1_contig_10509,335,1077,687,243,56.08419886,15.74762056,36.27791084
Hbet_v1_contig_1051,2968,19924,60725,82950,559.54139,606.7446689,79.57947211
Hbet_v1_contig_10510,827,711,418,815,13.82290626,21.39466913,4.414104931
Hbet_v1_contig_10511,510,23,48,126,2.573947306,5.363568659,10.84780667
Hbet_v1_contig_10512,2644,1139,838,1543,8.667845434,12.6694555,14.50979225
Hbet_v1_contig_10513,2076,1817,1424,1195,18.75906683,12.49666223,16.76499071
Hbet_v1_contig_10514,3187,348,487,765,4.179029994,5.211141274,6.879655589
Hbet_v1_contig_10515,689,30,34,62,1.349547844,1.95355635,1.349232896
Hbet_v1_contig_10516,545,292,172,583,8.630988444,23.22338531,2.246567873
Hbet_v1_contig_10517,2399,157,518,744,5.905111499,6.732806963,4.130222758
Hbet_v1_contig_10518,231,83,544,242,64.4043958,22.74347708,19.33644057
Hbet_v1_contig_10519,1074,1316,952,823,24.2415987,16.6360045,45.66406025
Hbet_v1_contig_1052,1266,11403,3637,3887,78.56664099,66.65524212,109.0701407
Hbet_v1_contig_10520,947,1961,1160,2782,33.499367,63.77649121,63.35226509
Hbet_v1_contig_10521,897,2647,656,210,20.00046012,5.082534403,55.63522976
Hbet_v1_contig_10522,518,383,58,1341,3.062152563,56.20209354,8.798093723
Hbet_v1_contig_10523,1714,2943,2396,3572,38.23002541,45.24328266,42.18577073
Hbet_v1_contig_10524,1519,1201,1000,979,18.00407513,13.99195479,23.13642273
Hbet_v1_contig_10525,1257,1902,720,855,15.66483444,14.76672926,9.668337414
Hbet_v1_contig_10526,960,132,332,299,9.457915753,6.76166158,42.0171897
Hbet_v1_contig_10527,2073,4361,1527,1366,20.14504888,14.30556031,24.58777845
Hbet_v1_contig_10528,910,337,237,387,7.122550616,9.232579332,36.07858166
Hbet_v1_contig_10529,2418,3399,3024,5450,34.20220304,48.93208045,57.95951377
Hbet_v1_contig_1053,334,20972,16410,9021,1343.664072,586.3564291,35.43613296
Hbet_v1_contig_10530,1572,505,140,493,2.435589452,6.808443737,7.399239925
Hbet_v1_contig_10531,3002,420,969,1237,8.827580358,8.945662045,8.731109453
Hbet_v1_contig_10532,1598,1677,1355,2856,23.18948537,38.80028391,29.27148391
Hbet_v1_contig_10533,464,0,0,78,0,3.649472517,0.439791484
Hbet_v1_contig_10534,602,245,213,518,9.676352986,18.68042462,21.39312018
Hbet_v1_contig_10535,308,57,62,73,5.505155156,5.145476736,6.919893707
Hbet_v1_contig_10536,426,6,4,35,0.256790518,1.783659374,0.691920248
Hbet_v1_contig_10537,811,201,324,307,10.92578742,8.218091959,29.66311914
Hbet_v1_contig_10538,3052,1871,845,1343,7.571828525,9.553113965,11.64144133
Hbet_v1_contig_10539,267,0,0,152,0,12.35907028,0
Hbet_v1_contig_1054,281,9605,3192,1406,310.6598679,108.625672,16.94475373
Hbet_v1_contig_10540,1159,468,442,718,10.42959451,13.44913905,6.514529933
Hbet_v1_contig_10541,355,0,0,1252,0,76.56485267,63.55021352
Hbet_v1_contig_10542,1744,220,267,787,4.186907548,9.796743267,7.709576091
Hbet_v1_contig_10543,2879,1085,1543,4703,14.65726202,35.46392413,22.16965939
Hbet_v1_contig_10544,1969,995,676,3005,9.389221192,33.13234962,23.76765108
Hbet_v1_contig_10545,3286,533,382,2147,3.179247909,14.18462833,6.230780867
Hbet_v1_contig_10546,353,6,151,221,11.69851759,13.59161436,17.14979142
Hbet_v1_contig_10547,1077,1535,2912,782,73.94422438,15.76320506,170.1053386
Hbet_v1_contig_10548,1650,701,1675,1415,27.76255665,18.61769756,35.54960429
Hbet_v1_contig_10549,1553,110,644,840,11.340782,11.74251992,16.17672457
Hbet_v1_contig_1055,339,1093,5721,3263,461.5309608,208.9637007,4.681883773
Hbet_v1_contig_10550,363,31,67,144,5.047737572,8.61210552,7.058202349
Hbet_v1_contig_10551,1046,721,1263,1254,33.02176303,26.02671325,24.03931831
